epoch,client_count,active_client_count,active_edge_count,client_vote_consensus_ratio,active_client_vote_consensus_ratio,within_edge_vote_consensus_ratio,edge_vote_consensus_ratio,client_vote_entropy_norm,client_label_consensus_score,active_client_vote_entropy_norm,active_client_label_consensus_score,edge_vote_entropy_norm,edge_label_consensus_score,client_probability_divergence_gjs,client_probability_consensus_score,active_client_probability_divergence_gjs,active_client_probability_consensus_score,within_edge_probability_divergence_gjs,within_edge_probability_consensus_score,edge_probability_divergence_gjs,edge_probability_consensus_score,client_cloud_js_divergence,client_cloud_alignment_score,edge_cloud_js_divergence,edge_cloud_alignment_score,client_cloud_label_agreement,edge_cloud_label_agreement,majority_cloud_label_match,client_mean_confidence,cloud_confidence,cloud_entropy_norm,cloud_margin,majority_label,cloud_predicted_label,true_label,soft_consensus,strong_consensus,cloud_correct,correct_soft_consensus,wrong_soft_consensus,correct_strong_consensus,wrong_strong_consensus,train_acc,train_loss,test_acc,test_loss
43,37,22,5,0.5405405405,0.6363636364,0.6818181818,0.6000000000,0.5097961541,0.4902038459,0.4385410341,0.5614589659,0.4126972515,0.5873027485,0.3497344117,0.6502655883,0.3094429634,0.6905570366,0.1944115786,0.8055884214,0.1670002374,0.8329997626,0.3133900333,0.6866099667,0.1490699249,0.8509300751,0.5405405405,0.6000000000,1,0.8188225101,0.8236978791,0.2797514035,0.7398189270,5,5,,0,0,,,,,,0.8608500000,0.4290105470,0.8689000000,0.4126228183
44,37,0,0,0.6486486486,,,,0.4522874720,0.5477125280,,,,,0.3096253848,0.6903746152,,,,,,,0.2552255172,0.7447744828,,,0.6486486486,,1,0.8065556421,0.9656063688,0.0873068533,0.9498606605,5,5,,0,0,,,,,,0.8608500000,0.4290105470,0.8689000000,0.4126228183
45,37,0,0,0.8918918919,,,,0.1813076701,0.8186923299,,,,,0.1364664101,0.8635335899,,,,,,,0.1040506063,0.8959493937,,,0.8918918919,,1,0.7638797656,0.9400949739,0.1501118078,0.9275060218,1,1,,1,1,,,,,,0.8608500000,0.4290105470,0.8689000000,0.4126228183
46,37,36,5,0.9189189189,0.9166666667,0.9166666667,1.0000000000,0.1446248816,0.8553751184,0.1476075006,0.8523924994,-0.0000000000,1.0000000000,0.1486229528,0.8513770472,0.1515743222,0.8484256778,0.1233183649,0.8766816351,0.0050914734,0.9949085266,0.1047549630,0.8952450370,0.0041092850,0.9958907150,0.9189189189,1.0000000000,1,0.8378334807,0.9778483317,0.0649272769,0.9728285274,1,1,,1,1,,,,,,0.8779833333,0.3972121366,0.8832000000,0.3814442872
47,37,33,5,0.7297297297,0.7272727273,0.7272727273,1.0000000000,0.3588208349,0.6411791651,0.3549976582,0.6450023418,-0.0000000000,1.0000000000,0.2324821485,0.7675178515,0.2370255852,0.7629744148,0.1927976528,0.8072023472,0.0191682644,0.9808317356,0.1810611948,0.8189388052,0.0186329098,0.9813670902,0.7297297297,1.0000000000,1,0.8909453509,0.9844867220,0.0404915262,0.9750231856,9,9,,1,0,,,,,,0.8781166667,0.3948720178,0.8855000000,0.3788644716
48,37,17,3,0.6486486486,0.7058823529,0.7647058824,0.6666666667,0.4755135876,0.5244864124,0.4332586306,0.5667413694,0.2764345909,0.7235654091,0.2709304507,0.7290695493,0.2656957527,0.7343042473,0.2005682251,0.7994317749,0.1536729978,0.8463270022,0.2409793992,0.7590206008,0.1700948162,0.8299051838,0.6486486486,0.6666666667,1,0.7745555547,0.9175852809,0.1792749050,0.8895506526,1,1,,0,0,,,,,,0.8655666667,0.4170744297,0.8734000000,0.3991061295
49,37,37,4,0.8378378378,0.8378378378,0.8378378378,1.0000000000,0.2861386838,0.7138613162,0.2861386838,0.7138613162,-0.0000000000,1.0000000000,0.2116996485,0.7883003515,0.2116996485,0.7883003515,0.1585838874,0.8414161126,0.0245491756,0.9754508244,0.1571140922,0.8428859078,0.0294052150,0.9705947850,0.8378378378,1.0000000000,1,0.8042854309,0.9829302888,0.0501240942,0.9772450748,6,6,,1,1,,,,,,0.8838333333,0.3787262017,0.8911000000,0.3628659602
50,37,0,0,0.9729729730,,,,0.0539614531,0.9460385469,,,,,0.0783698754,0.9216301246,,,,,,,0.0512814872,0.9487185128,,,0.9729729730,,1,0.8995972393,0.9890411927,0.0349916950,0.9854767207,1,1,,1,1,,,,,,0.8838333333,0.3787262017,0.8911000000,0.3628659602
51,37,27,3,0.6216216216,0.5925925926,0.5925925926,1.0000000000,0.5101876669,0.4898123331,0.5448886818,0.4551113182,-0.0000000000,1.0000000000,0.3223104033,0.6776895967,0.3387543105,0.6612456895,0.3059266686,0.6940733314,0.0112305399,0.9887694601,0.2478163541,0.7521836459,0.0100214363,0.9899785637,0.6216216216,1.0000000000,1,0.7894508439,0.8214423265,0.2826614458,0.6871970616,5,5,,0,0,,,,,,0.8842333333,0.3757791543,0.8899000000,0.3595886831
52,37,37,6,0.7837837838,0.7837837838,0.7837837838,1.0000000000,0.2888569747,0.7111430253,0.2888569747,0.7111430253,-0.0000000000,1.0000000000,0.2036041168,0.7963958832,0.2036041168,0.7963958832,0.1587803619,0.8412196381,0.0148579197,0.9851420803,0.1587744924,0.8412255076,0.0134614001,0.9865385999,0.7837837838,1.0000000000,1,0.8414309304,0.9797724897,0.0548570000,0.9712595343,5,5,,1,0,,,,,,0.8865166667,0.3699890966,0.8925000000,0.3542838249
53,37,37,4,0.9729729730,0.9729729730,0.9729729730,1.0000000000,0.0539614531,0.9460385469,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,0.0923336167,0.9076663833,0.0923336167,0.9076663833,0.0736165489,0.9263834511,0.0040705543,0.9959294457,0.0633099052,0.9366900948,0.0040321595,0.9959678405,0.9729729730,1.0000000000,1,0.8383745234,0.9589318129,0.1080832283,0.9454683054,1,1,,1,1,,,,,,0.8882333333,0.3653680490,0.8939000000,0.3498377915
54,37,13,3,0.4324324324,0.3846153846,0.3846153846,0.6666666667,0.6727769663,0.3272230337,0.6886915233,0.3113084767,0.2764345909,0.7235654091,0.3273648817,0.6726351183,0.3647141364,0.6352858636,0.2586530934,0.7413469066,0.2630169264,0.7369830736,0.3045483954,0.6954516046,0.2937378732,0.7062621268,0.1891891892,0.6666666667,0,0.6607102767,0.5985713814,0.4953075352,0.3359818280,3,1,,0,0,,,,,,0.8876333333,0.3684578666,0.8949000000,0.3478883204
55,37,13,3,0.8918918919,0.9230769231,0.9230769231,1.0000000000,0.1813076701,0.8186923299,0.1177760483,0.8822239517,-0.0000000000,1.0000000000,0.1215237339,0.8784762661,0.0879267774,0.9120732226,0.0527369185,0.9472630815,0.0280269600,0.9719730400,0.0917065543,0.9082934457,0.0270236457,0.9729763543,0.8918918919,1.0000000000,1,0.8278538688,0.9784360287,0.0626265454,0.9719623311,1,1,,1,1,,,,,,0.8870500000,0.3710197170,0.8944000000,0.3507397029
56,37,17,2,0.7027027027,0.8823529412,0.8823529412,1.0000000000,0.3826218723,0.6173781277,0.1573060463,0.8426939537,-0.0000000000,1.0000000000,0.2068783428,0.7931216572,0.1623585793,0.8376414207,0.1307570938,0.8692429062,0.0194132834,0.9805867166,0.1698513736,0.8301486264,0.0183414823,0.9816585177,0.7027027027,1.0000000000,1,0.6335139581,0.7634826192,0.4242432912,0.6802363148,5,5,,1,0,,,,,,0.8746000000,0.3912518443,0.8815000000,0.3727590253
57,37,30,6,0.9189189189,0.9333333333,0.9333333333,1.0000000000,0.1446248816,0.8553751184,0.1063717591,0.8936282409,-0.0000000000,1.0000000000,0.1327890143,0.8672109857,0.1254569255,0.8745430745,0.0950895040,0.9049104960,0.0178884245,0.9821115755,0.0946386274,0.9053613726,0.0139860288,0.9860139712,0.9189189189,1.0000000000,1,0.7923471637,0.9382946264,0.1520947729,0.9244644121,1,1,,1,1,,,,,,0.8880333333,0.3624977832,0.8929000000,0.3468874452
58,37,34,4,0.9459459459,0.9411764706,0.9411764706,1.0000000000,0.0913249256,0.9086750744,0.0971595259,0.9028404741,-0.0000000000,1.0000000000,0.1396335822,0.8603664178,0.1468768312,0.8531231688,0.1299950564,0.8700049436,0.0031393568,0.9968606432,0.0880359642,0.9119640358,0.0025336670,0.9974663330,0.9459459459,1.0000000000,1,0.8846937843,0.9910819463,0.0291950439,0.9886613998,1,1,,1,1,,,,,,0.8877666667,0.3604144176,0.8952000000,0.3450148091
59,37,24,4,0.6216216216,0.6250000000,0.6250000000,0.5000000000,0.5234937787,0.4765062213,0.4851707161,0.5148292839,0.4515449935,0.5484550065,0.3818793499,0.6181206501,0.3446543133,0.6553456867,0.2796717959,0.7203282041,0.2231598705,0.7768401295,0.3121524045,0.6878475955,0.2435089696,0.7564910304,0.6216216216,0.5000000000,1,0.7949674375,0.8726949116,0.2295591067,0.7881952394,3,3,,0,0,,,,,,0.8882833333,0.3585292851,0.8932000000,0.3440201461
60,37,16,5,0.8378378378,0.9375000000,0.9375000000,1.0000000000,0.2637250683,0.7362749317,0.1015344273,0.8984655727,-0.0000000000,1.0000000000,0.1834782608,0.8165217392,0.1606410494,0.8393589506,0.0818425687,0.9181574313,0.0351462662,0.9648537338,0.1225745897,0.8774254103,0.0264806497,0.9735193503,0.8378378378,1.0000000000,1,0.8215730253,0.9580286833,0.0993519107,0.9322677682,6,6,,1,1,,,,,,0.8836666667,0.3722207346,0.8896000000,0.3546961219
61,37,32,5,0.8648648649,0.8750000000,0.8750000000,1.0000000000,0.2114929927,0.7885070073,0.1941565833,0.8058434167,-0.0000000000,1.0000000000,0.1250250794,0.8749749206,0.1117513676,0.8882486324,0.0889578383,0.9110421617,0.0012569277,0.9987430723,0.0752793732,0.9247206268,0.0010485594,0.9989514406,0.8648648649,1.0000000000,1,0.8862219310,0.9971432914,0.0106960321,0.9962058278,1,1,,1,1,,,,,,0.8883666667,0.3565128192,0.8956000000,0.3415144180
62,37,16,2,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0782230920,0.9217769080,0.0743078473,0.9256921527,0.0598560107,0.9401439893,0.0004733650,0.9995266350,0.0601228026,0.9398771974,0.0005487317,0.9994512683,1.0000000000,1.0000000000,1,0.8617783512,0.9827081959,0.0506381859,0.9761873952,1,1,,1,1,,,,,,0.8836166667,0.3694220504,0.8910000000,0.3514023841
63,37,34,5,0.9189189189,0.9117647059,0.9117647059,1.0000000000,0.1446248816,0.8553751184,0.1540003141,0.8459996859,-0.0000000000,1.0000000000,0.1416593411,0.8583406589,0.1496879955,0.8503120045,0.1112025176,0.8887974824,0.0014246208,0.9985753792,0.0876538064,0.9123461936,0.0013292518,0.9986707482,0.9189189189,1.0000000000,1,0.8839732939,0.9921159709,0.0260017304,0.9902870082,1,1,,1,1,,,,,,0.8907333333,0.3507478525,0.8976000000,0.3364740644
64,37,22,5,0.6216216216,0.5909090909,0.5909090909,0.6000000000,0.4245216490,0.5754783510,0.4445939957,0.5554060043,0.2922852532,0.7077147468,0.2318443482,0.7681556518,0.2388068060,0.7611931940,0.1822325462,0.8177674538,0.1047737627,0.8952262373,0.1898886561,0.8101113439,0.1064673716,0.8935326284,0.6216216216,0.6000000000,1,0.8121136817,0.7995405374,0.2363353757,0.6076411144,3,3,,0,0,,,,,,0.8792000000,0.3726188559,0.8840000000,0.3564105987
65,37,36,5,0.9459459459,0.9444444444,0.9444444444,1.0000000000,0.0913249256,0.9086750744,0.0931818571,0.9068181429,-0.0000000000,1.0000000000,0.0993694463,0.9006305537,0.0999170883,0.9000829117,0.0802773614,0.9197226386,0.0109586932,0.9890413068,0.0747514759,0.9252485241,0.0085947863,0.9914052137,0.9459459459,1.0000000000,1,0.7868408560,0.9291019117,0.1668813168,0.9053567207,1,1,,1,1,,,,,,0.8930833333,0.3431356777,0.8984000000,0.3280414283
66,37,18,2,0.9729729730,0.9444444444,0.9444444444,1.0000000000,0.0539614531,0.9460385469,0.0931818571,0.9068181429,-0.0000000000,1.0000000000,0.0663618710,0.9336381290,0.0796825706,0.9203174294,0.0745840266,0.9254159734,0.0015274913,0.9984725087,0.0507333848,0.9492666152,0.0015467287,0.9984532713,0.9729729730,1.0000000000,1,0.8335896067,0.9421894130,0.1451629922,0.9293613949,1,1,,1,1,,,,,,0.8924500000,0.3449639141,0.8973000000,0.3287791450
67,37,33,4,0.9459459459,0.9393939394,0.9393939394,1.0000000000,0.0913249256,0.9086750744,0.0992935611,0.9007064389,-0.0000000000,1.0000000000,0.0808162562,0.9191837438,0.0856908622,0.9143091378,0.0723737001,0.9276262999,0.0026575763,0.9973424237,0.0538776435,0.9461223565,0.0026270499,0.9973729501,0.9459459459,1.0000000000,1,0.8993541277,0.9877784198,0.0376958707,0.9836037493,1,1,,1,1,,,,,,0.8943333333,0.3386247557,0.9007000000,0.3238275948
68,37,19,4,0.6216216216,0.6842105263,0.6842105263,0.7500000000,0.4693488799,0.5306511201,0.4095595307,0.5904404693,0.2442190503,0.7557809497,0.2079033453,0.7920966547,0.1721491535,0.8278508465,0.1241130814,0.8758869186,0.0700129608,0.9299870392,0.1633809123,0.8366190877,0.0693282053,0.9306717947,0.6216216216,0.7500000000,1,0.7144889937,0.7989001978,0.3511577830,0.6924185548,5,5,,0,0,,,,,,0.8912333333,0.3445447993,0.8959000000,0.3281453425
69,37,16,3,0.8378378378,0.9375000000,0.9375000000,1.0000000000,0.2637250683,0.7362749317,0.1015344273,0.8984655727,-0.0000000000,1.0000000000,0.1586399978,0.8413600022,0.1061548216,0.8938451784,0.0696443403,0.9303556597,0.0032164175,0.9967835825,0.1310794713,0.8689205287,0.0028649485,0.9971350515,0.8378378378,1.0000000000,1,0.7848653727,0.9718699249,0.0786670466,0.9631074034,1,1,,1,1,,,,,,0.8886166667,0.3542098811,0.8947000000,0.3370636967
70,37,37,3,0.8108108108,0.8108108108,0.8108108108,1.0000000000,0.2598085442,0.7401914558,0.2598085442,0.7401914558,-0.0000000000,1.0000000000,0.1842973543,0.8157026457,0.1842973543,0.8157026457,0.1637002566,0.8362997434,0.0014248232,0.9985751768,0.1288110914,0.8711889086,0.0014215871,0.9985784129,0.8108108108,1.0000000000,1,0.9153524851,0.9943106046,0.0189337937,0.9913426311,1,1,,1,1,,,,,,0.8959000000,0.3327948641,0.9015000000,0.3179572266
71,37,29,6,0.9459459459,0.9655172414,0.9655172414,1.0000000000,0.0913249256,0.9086750744,0.0651419676,0.9348580324,-0.0000000000,1.0000000000,0.0900865332,0.9099134668,0.0901281749,0.9098718251,0.0517955356,0.9482044644,0.0209384274,0.9790615726,0.0609834818,0.9390165182,0.0185258111,0.9814741889,0.9459459459,1.0000000000,1,0.8673472452,0.9726311743,0.0762907475,0.9646886103,1,1,,1,1,,,,,,0.8963000000,0.3319465773,0.9021000000,0.3173483825
72,37,37,4,0.9729729730,0.9729729730,0.9729729730,1.0000000000,0.0539614531,0.9460385469,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,0.0885762604,0.9114237396,0.0885762604,0.9114237396,0.0706227386,0.9293772614,0.0019097003,0.9980902997,0.0545029479,0.9454970521,0.0024046965,0.9975953035,0.9729729730,1.0000000000,1,0.8979587688,0.9915441105,0.0273183175,0.9885326370,1,1,,1,1,,,,,,0.9002833333,0.3232515247,0.9060000000,0.3088583305
73,37,25,5,0.9729729730,0.9600000000,0.9600000000,1.0000000000,0.0539614531,0.9460385469,0.0729372166,0.9270627834,-0.0000000000,1.0000000000,0.0699922664,0.9300077336,0.0767223398,0.9232776602,0.0512080864,0.9487919136,0.0273026966,0.9726973034,0.0458684942,0.9541315058,0.0216829299,0.9783170701,0.9729729730,1.0000000000,1,0.8986426693,0.9813704362,0.0561102063,0.9773368831,1,1,,1,1,,,,,,0.8983500000,0.3256879508,0.9025000000,0.3115485485
74,37,16,3,0.8648648649,0.8750000000,0.8750000000,1.0000000000,0.1719949855,0.8280050145,0.1636292020,0.8363707980,-0.0000000000,1.0000000000,0.1482727112,0.8517272888,0.1352380450,0.8647619550,0.0588373172,0.9411626828,0.0591558120,0.9408441880,0.1117234590,0.8882765410,0.0627443895,0.9372556105,0.8648648649,1.0000000000,1,0.9068037638,0.9955841983,0.0153257800,0.9934821695,1,1,,1,1,,,,,,0.8948333333,0.3371175215,0.9004000000,0.3207364323
75,37,30,5,0.9459459459,0.9666666667,0.9666666667,1.0000000000,0.0913249256,0.9086750744,0.0634698568,0.9365301432,-0.0000000000,1.0000000000,0.0940746596,0.9059253404,0.0862186232,0.9137813768,0.0602846906,0.9397153094,0.0038464967,0.9961535033,0.0593240999,0.9406759001,0.0040881954,0.9959118046,0.9459459459,1.0000000000,1,0.8867101020,0.9871453246,0.0404126595,0.9841102265,1,1,,1,1,,,,,,0.8995500000,0.3224862511,0.9059000000,0.3079532526
76,37,17,4,0.8648648649,0.9411764706,0.9411764706,1.0000000000,0.2277648843,0.7722351157,0.0971595259,0.9028404741,-0.0000000000,1.0000000000,0.1935797780,0.8064202220,0.1467768391,0.8532231609,0.1035219211,0.8964780789,0.0068848758,0.9931151242,0.1322465822,0.8677534178,0.0057415233,0.9942584767,0.8648648649,1.0000000000,1,0.8566951266,0.9928019839,0.0233516580,0.9896463996,6,6,,1,1,,,,,,0.8884333333,0.3469664931,0.8944000000,0.3300827419
77,37,34,6,0.9459459459,0.9411764706,0.9705882353,1.0000000000,0.1075968172,0.8924031828,0.1148671727,0.8851328273,-0.0000000000,1.0000000000,0.0950274258,0.9049725742,0.1003081370,0.8996918630,0.0555382295,0.9444617705,0.0262269502,0.9737730498,0.0585059163,0.9414940837,0.0212617668,0.9787382332,0.9459459459,1.0000000000,1,0.8912449445,0.9856800665,0.0445003607,0.9813616035,1,1,,1,1,,,,,,0.8980500000,0.3243277619,0.9041000000,0.3098208865
78,37,22,4,0.9729729730,1.0000000000,1.0000000000,1.0000000000,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0457415771,0.9542584229,0.0425188961,0.9574811039,0.0372338207,0.9627661793,0.0021747701,0.9978252299,0.0305734223,0.9694265777,0.0017124193,0.9982875807,0.9729729730,1.0000000000,1,0.9374777851,0.9943620303,0.0172012760,0.9898538369,4,4,,1,1,,,,,,0.8900500000,0.3412891850,0.8935000000,0.3267597386
79,37,37,4,0.9729729730,0.9729729730,0.9729729730,1.0000000000,0.0539614531,0.9460385469,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,0.0900586651,0.9099413349,0.0900586651,0.9099413349,0.0754877418,0.9245122582,0.0005255887,0.9994744113,0.0533564262,0.9466435738,0.0004752441,0.9995247559,0.9729729730,1.0000000000,1,0.9056566631,0.9968730746,0.0116179766,0.9959272945,1,1,,1,1,,,,,,0.9018166667,0.3159838596,0.9066000000,0.3021157432
80,37,33,6,0.6216216216,0.6060606061,0.6363636364,1.0000000000,0.4848082715,0.5151917285,0.4973076559,0.5026923441,-0.0000000000,1.0000000000,0.2337048907,0.7662951093,0.2402683724,0.7597316276,0.1979148761,0.8020851239,0.0662769764,0.9337230236,0.1914845098,0.8085154902,0.0563922252,0.9436077748,0.6216216216,1.0000000000,1,0.6564735370,0.6472704954,0.5262421433,0.5260801719,1,1,,0,0,,,,,,0.9014500000,0.3165303183,0.9065000000,0.3022516597
81,37,17,3,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0390507219,0.9609492781,0.0417120168,0.9582879832,0.0297881254,0.9702118746,0.0019646575,0.9980353425,0.0269640420,0.9730359580,0.0017683872,0.9982316128,1.0000000000,1.0000000000,1,0.9340943000,0.9918926635,0.0272250186,0.9896912801,1,1,,1,1,,,,,,0.8923666667,0.3368665895,0.8973000000,0.3205238080
82,37,32,4,0.5675675676,0.5312500000,0.5312500000,1.0000000000,0.6102067876,0.3897932124,0.6303131305,0.3696868695,-0.0000000000,1.0000000000,0.2957676454,0.7042323546,0.2991602223,0.7008397777,0.2500817330,0.7499182670,0.0261670330,0.9738329670,0.2263540237,0.7736459763,0.0221447084,0.9778552916,0.5675675676,1.0000000000,1,0.6437511421,0.7080843550,0.4619166791,0.5626808757,5,5,,0,0,,,,,,0.9010500000,0.3150868997,0.9056000000,0.3006163066
83,37,10,2,0.9729729730,1.0000000000,1.0000000000,1.0000000000,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0979741210,0.9020258790,0.0961049451,0.9038950549,0.0671571999,0.9328428001,0.0168263734,0.9831736266,0.0617373629,0.9382626371,0.0182058270,0.9817941730,0.9729729730,1.0000000000,1,0.8511450486,0.9531723206,0.1181371042,0.9401020361,1,1,,1,1,,,,,,0.8889333333,0.3578820789,0.8921000000,0.3427360162
84,37,19,3,0.8378378378,0.9473684211,0.9473684211,1.0000000000,0.2637250683,0.7362749317,0.0895480698,0.9104519302,-0.0000000000,1.0000000000,0.1375319903,0.8624680097,0.1138302002,0.8861697998,0.0956220954,0.9043779046,0.0096763387,0.9903236613,0.1093986642,0.8906013358,0.0088964594,0.9911035406,0.8378378378,1.0000000000,1,0.7772074343,0.9623923059,0.1009024657,0.9527628654,1,1,,1,1,,,,,,0.9020166667,0.3143053745,0.9075000000,0.2984504165
85,37,11,1,0.7027027027,0.6363636364,0.6363636364,,0.4050354878,0.5949645122,0.4488702968,0.5511297032,,,0.2118832024,0.7881167976,0.1855463940,0.8144536060,0.1855463940,0.8144536060,,,0.1586319519,0.8413680481,0.0000000000,1.0000000000,0.7027027027,1.0000000000,1,0.7580435120,0.8278216229,0.2872779967,0.7181741910,4,4,,1,0,,,,,,0.9038000000,0.3132827929,0.9104000000,0.2950913031
86,37,13,2,0.8918918919,1.0000000000,1.0000000000,1.0000000000,0.1751659462,0.8248340538,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.1578916728,0.8421083272,0.0959819343,0.9040180657,0.0842838680,0.9157161320,0.0023461140,0.9976538860,0.1194592140,0.8805407860,0.0022855522,0.9977144478,0.8918918919,1.0000000000,1,0.8113641763,0.9857671728,0.0437038708,0.9823327185,1,1,,1,1,,,,,,0.9055500000,0.3089046205,0.9126000000,0.2915629487
87,37,11,3,0.9189189189,1.0000000000,1.0000000000,1.0000000000,0.1446248816,0.8553751184,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.1108057023,0.8891942977,0.0720701487,0.9279298513,0.0592709752,0.9407290248,0.0004249059,0.9995750941,0.0736639771,0.9263360229,0.0003926808,0.9996073192,0.9189189189,1.0000000000,1,0.9027601058,0.9971790483,0.0103860687,0.9959370545,1,1,,1,1,,,,,,0.9031166667,0.3159608307,0.9104000000,0.2979281822
88,37,11,2,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0587964299,0.9412035701,0.0201404786,0.9798595214,0.0131797647,0.9868202353,0.0001040293,0.9998959707,0.0352049293,0.9647950707,0.0001064570,0.9998935430,1.0000000000,1.0000000000,1,0.9319800954,0.9981573725,0.0073343639,0.9976001115,1,1,,1,1,,,,,,0.9035000000,0.3141977473,0.9109000000,0.2962418785
89,37,26,4,0.8648648649,0.8461538462,0.8846153846,1.0000000000,0.2114929927,0.7885070073,0.2240247810,0.7759752190,-0.0000000000,1.0000000000,0.1685228110,0.8314771890,0.1636125745,0.8363874255,0.1053403607,0.8946596393,0.0551177310,0.9448822690,0.1082987002,0.8917012998,0.0485213352,0.9514786648,0.8648648649,1.0000000000,1,0.8924616583,0.9947400457,0.0180785216,0.9929316572,1,1,,1,1,,,,,,0.9093333333,0.2958595682,0.9120000000,0.2833707321
90,37,21,3,0.9729729730,1.0000000000,1.0000000000,1.0000000000,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0739371429,0.9260628571,0.0621787523,0.9378212477,0.0451410294,0.9548589706,0.0003286427,0.9996713573,0.0416336475,0.9583663525,0.0003033801,0.9996966199,0.9729729730,1.0000000000,1,0.9394192995,0.9980764395,0.0075416759,0.9975658692,1,1,,1,1,,,,,,0.8969833333,0.3197941804,0.9011000000,0.3052171292
91,37,13,2,0.8108108108,0.7692307692,0.7692307692,1.0000000000,0.2598085442,0.7401914558,0.2984002761,0.7015997239,-0.0000000000,1.0000000000,0.2406058794,0.7593941206,0.2263205702,0.7736794298,0.2083941588,0.7916058412,0.0013730702,0.9986269298,0.1727844824,0.8272155176,0.0015602032,0.9984397968,0.8108108108,1.0000000000,1,0.8940911204,0.9974539427,0.0093191798,0.9962725298,1,1,,1,1,,,,,,0.9084166667,0.2955651724,0.9145000000,0.2796294071
92,37,29,6,0.8648648649,0.8620689655,0.8620689655,1.0000000000,0.2114929927,0.7885070073,0.2079199296,0.7920800704,-0.0000000000,1.0000000000,0.1746125358,0.8253874642,0.1624302453,0.8375697547,0.1209343116,0.8790656884,0.0071196314,0.9928803686,0.1157416354,0.8842583646,0.0061393913,0.9938606087,0.8648648649,1.0000000000,1,0.8947800110,0.9955714705,0.0151106708,0.9937087522,1,1,,1,1,,,,,,0.9055333333,0.3004888582,0.9105000000,0.2866051647
93,37,33,5,0.8108108108,0.7878787879,0.7878787879,1.0000000000,0.2931648276,0.7068351724,0.3169371346,0.6830628654,-0.0000000000,1.0000000000,0.1724720441,0.8275279559,0.1777245666,0.8222754334,0.1382145472,0.8617854528,0.0101844976,0.9898155024,0.1248458492,0.8751541508,0.0097557615,0.9902442385,0.8108108108,1.0000000000,1,0.8406498599,0.9821834642,0.0501493250,0.9761730813,4,4,,1,1,,,,,,0.9046833333,0.3017392196,0.9088000000,0.2883732724
94,37,13,3,0.6756756757,0.6923076923,0.7692307692,0.6666666667,0.4579629677,0.5420370323,0.4070016157,0.5929983843,0.2764345909,0.7235654091,0.2996327178,0.7003672822,0.3064653190,0.6935346810,0.1612680633,0.8387319367,0.1853456933,0.8146543067,0.2328602381,0.7671397619,0.2080701612,0.7919298388,0.6756756757,0.6666666667,1,0.8585287606,0.9894377167,0.0315168314,0.9851609730,1,1,,1,0,,,,,,0.9091833333,0.2956521707,0.9154000000,0.2795793085
95,37,30,5,0.9189189189,0.9000000000,0.9000000000,1.0000000000,0.1446248816,0.8553751184,0.1688252006,0.8311747994,-0.0000000000,1.0000000000,0.1004054349,0.8995945651,0.0983728064,0.9016271936,0.0788229759,0.9211770241,0.0038449987,0.9961550013,0.0640994702,0.9359005298,0.0032248830,0.9967751170,0.9189189189,1.0000000000,1,0.8792103835,0.9881757505,0.0373916161,0.9847410850,1,1,,1,1,,,,,,0.9080833333,0.2945166551,0.9121000000,0.2815646273
96,37,23,4,0.5405405405,0.6521739130,0.6521739130,1.0000000000,0.5221019265,0.4778980735,0.4702453832,0.5297546168,-0.0000000000,1.0000000000,0.2243663799,0.7756336201,0.2091845242,0.7908154758,0.1708575150,0.8291424850,0.0478743476,0.9521256524,0.1801921028,0.8198078972,0.0527617219,0.9472382781,0.5405405405,1.0000000000,1,0.7208532003,0.7580481602,0.3307169189,0.5763648914,1,1,,0,0,,,,,,0.8955333333,0.3209707568,0.8994000000,0.3074978650
97,37,25,6,0.7567567568,0.7600000000,0.8000000000,0.8333333333,0.3460559164,0.6539440836,0.3297576733,0.6702423267,0.1956762468,0.8043237532,0.2142639527,0.7857360473,0.2013967971,0.7986032029,0.1286817496,0.8713182504,0.0990489199,0.9009510801,0.1578810716,0.8421189284,0.0777104594,0.9222895406,0.7567567568,0.8333333333,1,0.8140508237,0.9520578656,0.1193125700,0.9335655829,1,1,,1,0,,,,,,0.9066166667,0.2942066132,0.9110000000,0.2818124725
